no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,income_to_loan_ratio,total_assets
5,0,0,1100000,3800000,18,508,200000,1800000,2300000,900000,0.2894736842105263,4300000
2,0,0,2200000,4800000,6,721,1800000,100000,6900000,2200000,0.4583333333333333,8800000
3,1,0,3200000,10800000,4,833,2600000,1000000,8700000,2600000,0.2962962962962963,12300000
4,1,1,7100000,24500000,14,599,9100000,7000000,20400000,6800000,0.2897959183673469,36500000
5,0,0,4900000,13000000,10,865,13300000,3700000,14700000,6500000,0.3769230769230769,31700000
0,1,1,300000,1100000,2,482,200000,100000,1100000,400000,0.2727272727272727,1400000
3,0,0,8800000,33700000,12,397,17300000,16000000,22200000,8800000,0.26112759643916916,55500000
3,1,1,5200000,16300000,8,335,9500000,7000000,13600000,7300000,0.31901840490797545,30100000
2,0,1,800000,3200000,10,584,0,200000,2100000,700000,0.25,2300000
3,1,1,9700000,30800000,18,471,12700000,3800000,37300000,10400000,0.31493506493506496,53800000
0,0,0,2800000,7300000,6,676,3500000,2200000,5700000,3200000,0.3835616438356164,11400000
5,1,1,1300000,5000000,10,755,2100000,2200000,4800000,1900000,0.26,9100000
4,0,1,5400000,21500000,14,555,4300000,1500000,14300000,7500000,0.25116279069767444,20100000
5,0,1,600000,1400000,10,877,1400000,400000,2000000,700000,0.42857142857142855,3800000
1,1,1,2400000,9300000,20,543,700000,800000,5000000,3400000,0.25806451612903225,6500000
3,1,1,5600000,11600000,12,756,3300000,1800000,18400000,7800000,0.4827586206896552,23500000
1,0,1,8400000,26200000,14,643,19400000,11500000,17900000,6900000,0.32061068702290074,48800000
4,0,0,8000000,25500000,4,722,17200000,13900000,26200000,4900000,0.3137254901960784,57300000
1,1,0,8300000,20400000,14,348,5600000,12500000,29100000,4700000,0.4068627450980392,47200000
5,1,0,5600000,17600000,14,448,6700000,3500000,18900000,6800000,0.3181818181818182,29100000
0,0,1,3800000,8100000,20,831,6500000,1700000,7700000,2000000,0.4691358024691358,15900000
1,1,0,2600000,7900000,12,306,2000000,2400000,7600000,3300000,0.3291139240506329,12000000
1,0,0,7200000,21000000,14,421,3500000,11600000,21800000,4600000,0.34285714285714286,36900000
3,0,1,8400000,19600000,2,741,21500000,200000,18700000,8300000,0.42857142857142855,40400000
0,0,0,3500000,12300000,16,479,9700000,6000000,7900000,4700000,0.2845528455284553,23600000
4,0,0,5300000,15800000,2,527,3800000,5200000,19700000,3900000,0.33544303797468356,28700000
3,0,1,7700000,21800000,18,684,100000,600000,15600000,5500000,0.3532110091743119,16300000
0,0,1,4600000,12000000,12,493,4500000,700000,16200000,3600000,0.38333333333333336,21400000
0,0,1,7000000,21700000,20,498,6600000,5500000,14700000,3900000,0.3225806451612903,26800000
2,0,0,6400000,16900000,16,472,11100000,6000000,16300000,4500000,0.378698224852071,33400000
4,0,0,5800000,14700000,10,692,2300000,10100000,17700000,3900000,0.3945578231292517,30100000
2,1,1,4400000,16800000,4,307,12800000,7200000,9700000,5800000,0.2619047619047619,29700000
2,1,0,1600000,5200000,16,525,300000,2900000,5600000,1600000,0.3076923076923077,8800000
5,1,1,3300000,7800000,16,632,8500000,500000,7100000,4900000,0.4230769230769231,16100000
2,0,0,3000000,7000000,4,588,5300000,3400000,11900000,3400000,0.42857142857142855,20600000
5,1,1,1500000,5500000,4,414,800000,1400000,2900000,1200000,0.2727272727272727,5100000
2,1,0,6400000,23900000,18,745,14800000,4000000,16300000,7000000,0.26778242677824265,35100000
5,0,0,4700000,10200000,16,874,10800000,7700000,11100000,7000000,0.46078431372549017,29600000
2,0,0,4200000,10200000,14,407,5900000,4500000,12000000,2500000,0.4117647058823529,22400000
3,0,0,6200000,14900000,14,567,1200000,9100000,20800000,8800000,0.4161073825503356,31100000
1,0,0,3100000,7400000,18,487,8400000,1200000,9200000,4500000,0.4189189189189189,18800000
1,0,0,9700000,23700000,6,875,11500000,14400000,38100000,10400000,0.4092827004219409,64000000
0,0,0,2700000,7400000,10,778,6800000,800000,5600000,2800000,0.36486486486486486,13200000
4,1,1,9400000,25700000,14,845,27300000,4100000,26500000,12200000,0.3657587548638132,57900000
5,0,1,8100000,22500000,2,808,4800000,6100000,16900000,6000000,0.36,27800000
5,1,1,7100000,21800000,18,891,7000000,0,18900000,4700000,0.3256880733944954,25900000
5,1,0,3200000,9300000,6,656,7000000,3200000,12700000,4200000,0.34408602150537637,22900000
2,0,0,2600000,7800000,4,819,3100000,4300000,5700000,1500000,0.3333333333333333,13100000
4,1,1,1400000,3700000,12,621,3100000,900000,5100000,1800000,0.3783783783783784,9100000
0,0,0,6800000,18400000,2,791,4000000,900000,20200000,9900000,0.3695652173913043,25100000
5,0,1,5700000,11500000,2,732,15800000,3700000,15600000,5300000,0.4956521739130435,35100000
1,1,0,1100000,3700000,2,508,200000,0,2200000,1300000,0.2972972972972973,2400000
2,0,0,4600000,17500000,20,597,11400000,6100000,14100000,4100000,0.26285714285714284,31600000
5,1,1,2300000,5000000,10,431,300000,3700000,8700000,2900000,0.46,12700000
0,0,0,6000000,23600000,6,776,13800000,2700000,23400000,8800000,0.2542372881355932,39900000
1,1,0,6200000,21100000,10,467,15600000,10500000,23500000,5300000,0.2938388625592417,49600000
2,0,1,1900000,5000000,14,641,1000000,900000,5500000,2400000,0.38,7400000
0,1,1,2000000,5900000,12,900,3800000,2400000,7100000,3000000,0.3389830508474576,13300000
3,0,1,2100000,7400000,14,656,5600000,400000,5200000,2800000,0.28378378378378377,11200000
2,1,0,4500000,14500000,18,498,7900000,200000,13500000,4800000,0.3103448275862069,21600000
5,1,0,6600000,13600000,4,861,11700000,8400000,14600000,5400000,0.4852941176470588,34700000
4,1,0,5000000,11400000,6,336,1600000,4000000,15500000,2500000,0.43859649122807015,21100000
5,1,1,7000000,26900000,4,889,1400000,4200000,22400000,7400000,0.26022304832713755,28000000
3,0,1,4300000,16600000,10,571,5700000,3700000,12800000,5800000,0.25903614457831325,22200000
5,1,1,1700000,6000000,18,420,500000,1600000,3700000,2300000,0.2833333333333333,5800000
2,1,0,9100000,18600000,20,403,18400000,11700000,20300000,9200000,0.489247311827957,50400000
3,0,1,7800000,26300000,20,840,1200000,11300000,24100000,5300000,0.2965779467680608,36600000
4,1,0,5900000,14900000,14,857,2600000,9500000,16000000,3500000,0.3959731543624161,28100000
5,1,0,700000,2800000,2,561,900000,400000,1900000,800000,0.25,3200000
4,1,0,9500000,21300000,18,353,22900000,2300000,21400000,11100000,0.4460093896713615,46600000
0,1,0,4100000,14500000,12,441,9900000,300000,15700000,3900000,0.2827586206896552,25900000
0,1,1,8600000,32600000,8,778,21500000,14100000,33600000,11000000,0.26380368098159507,69200000
2,0,0,1000000,2000000,10,366,1200000,400000,3200000,1300000,0.5,4800000
3,1,1,4800000,14200000,12,369,3200000,200000,14000000,3000000,0.3380281690140845,17400000
2,0,1,3300000,6700000,8,845,1300000,4600000,12300000,3200000,0.4925373134328358,18200000
2,0,1,2000000,7600000,16,429,5300000,3100000,5800000,2200000,0.2631578947368421,14200000
2,1,1,200000,700000,16,641,600000,200000,600000,100000,0.2857142857142857,1400000
3,1,0,9500000,22200000,8,571,4400000,8600000,24400000,10500000,0.42792792792792794,37400000
4,0,0,3400000,12700000,2,741,3300000,6100000,7700000,3700000,0.2677165354330709,17100000
0,1,0,9900000,22300000,20,613,28400000,8900000,23600000,4900000,0.4439461883408072,60900000
2,1,1,5300000,12300000,14,472,10000000,1600000,20400000,3300000,0.43089430894308944,32000000
1,0,1,2100000,6300000,16,899,2400000,2200000,4400000,2200000,0.3333333333333333,9000000
2,0,0,5000000,10600000,4,570,11900000,900000,14800000,7100000,0.4716981132075472,27600000
4,1,0,6100000,20900000,4,662,10200000,7000000,23300000,4100000,0.291866028708134,40500000
2,0,0,7400000,16000000,20,358,16700000,5500000,26800000,4300000,0.4625,49000000
0,0,1,2700000,9700000,20,551,1300000,1300000,7100000,1600000,0.27835051546391754,9700000
4,0,1,5400000,17100000,2,533,13800000,5100000,12200000,4700000,0.3157894736842105,31100000
0,0,1,2600000,9000000,20,615,6800000,0,8400000,3400000,0.28888888888888886,15200000
3,1,1,1100000,3500000,12,503,3000000,400000,2200000,1200000,0.3142857142857143,5600000
3,0,1,4100000,8300000,16,351,6000000,100000,11100000,2200000,0.4939759036144578,17200000
3,1,0,7800000,17700000,6,403,12600000,3700000,24700000,10000000,0.4406779661016949,41000000
1,0,0,8800000,20200000,6,627,24200000,16100000,17600000,11900000,0.43564356435643564,57900000
0,1,1,4900000,16500000,4,600,11100000,2200000,12000000,6500000,0.296969696969697,25300000
4,1,1,8600000,20600000,16,449,10800000,10600000,28700000,5400000,0.4174757281553398,50100000
5,1,1,8000000,29100000,4,658,10600000,8600000,28800000,4600000,0.27491408934707906,48000000
3,0,1,4200000,15400000,8,362,9900000,5300000,15500000,5600000,0.2727272727272727,30700000
2,1,0,5300000,10900000,6,647,14600000,3500000,18700000,3200000,0.48623853211009177,36800000
0,1,1,3300000,8900000,2,418,4200000,6000000,9300000,3700000,0.3707865168539326,19500000
2,1,1,6700000,23100000,4,304,14400000,7100000,24300000,10000000,0.29004329004329005,45800000
5,0,1,800000,2500000,12,403,500000,0,3200000,800000,0.32,3700000
3,0,0,7800000,16600000,20,896,12400000,10800000,30500000,5500000,0.46987951807228917,53700000
4,0,0,3200000,8400000,18,802,400000,0,9100000,4700000,0.38095238095238093,9500000
5,1,0,9900000,33600000,20,580,7000000,10800000,37400000,14700000,0.29464285714285715,55200000
1,0,1,300000,1000000,14,324,100000,100000,1100000,100000,0.3,1300000
3,1,0,4200000,11400000,10,654,8800000,400000,16200000,5700000,0.3684210526315789,25400000
4,1,0,6200000,21900000,12,462,9400000,2000000,16600000,8300000,0.2831050228310502,28000000
3,0,1,9000000,33600000,2,426,21600000,16200000,20700000,11900000,0.26785714285714285,58500000
1,0,1,4300000,10100000,2,797,4400000,4500000,16300000,4700000,0.42574257425742573,25200000
2,1,1,8200000,19600000,16,636,11500000,2300000,28800000,10700000,0.41836734693877553,42600000
4,0,1,9800000,22100000,4,364,16800000,11100000,26500000,7300000,0.4434389140271493,54400000
5,1,1,3500000,9500000,4,664,9500000,500000,7800000,5200000,0.3684210526315789,17800000
3,1,0,1600000,6200000,18,636,3400000,700000,5300000,1400000,0.25806451612903225,9400000
3,1,1,5000000,11600000,16,311,6400000,9600000,14600000,4300000,0.43103448275862066,30600000
1,0,1,9600000,35900000,8,534,24500000,17700000,31900000,5400000,0.26740947075208915,74100000
2,0,1,8800000,34400000,2,712,10500000,12500000,29300000,5900000,0.2558139534883721,52300000
4,0,0,1500000,4900000,16,392,1800000,1100000,3000000,2000000,0.30612244897959184,5900000
1,0,0,3700000,8700000,20,885,6200000,3500000,10900000,2600000,0.42528735632183906,20600000
0,1,1,2800000,6300000,12,647,4100000,0,8700000,2300000,0.4444444444444444,12800000
5,1,1,500000,1800000,18,411,1000000,500000,1300000,200000,0.2777777777777778,2800000
4,0,0,5900000,19900000,14,469,14200000,6800000,22100000,3200000,0.2964824120603015,43100000
2,0,0,1800000,3800000,4,777,5100000,2700000,4600000,1400000,0.47368421052631576,12400000
5,1,1,5900000,16000000,6,798,15900000,5000000,12300000,3100000,0.36875,33200000
4,0,0,9600000,27500000,20,679,23400000,7500000,37800000,6300000,0.3490909090909091,68700000
2,1,0,9800000,37600000,10,641,24100000,0,23400000,7600000,0.26063829787234044,47500000
1,1,0,1600000,5600000,6,846,600000,2800000,4600000,1200000,0.2857142857142857,8000000
4,0,0,9900000,26100000,2,481,14500000,5000000,23600000,9300000,0.3793103448275862,43100000
2,1,0,3100000,10400000,10,420,6900000,5900000,10000000,3500000,0.2980769230769231,22800000
3,0,1,9500000,20600000,2,731,13400000,3800000,20700000,9200000,0.46116504854368934,37900000
2,1,0,5800000,18600000,18,532,10900000,900000,12300000,6700000,0.3118279569892473,24100000
2,0,0,3100000,8700000,18,544,5300000,1100000,12200000,1500000,0.3563218390804598,18600000
4,1,1,500000,1300000,18,762,1400000,0,1600000,300000,0.38461538461538464,3000000
0,1,1,8000000,30400000,2,776,16600000,1400000,29100000,7800000,0.2631578947368421,47100000
2,1,1,8700000,18900000,2,554,3900000,1900000,18000000,11500000,0.4603174603174603,23800000
1,1,0,2400000,7600000,12,372,5700000,4400000,6600000,1400000,0.3157894736842105,16700000
4,1,1,4600000,9500000,20,613,5200000,5900000,13700000,3000000,0.4842105263157895,24800000
2,0,0,9200000,34200000,2,456,12200000,11300000,25800000,5700000,0.26900584795321636,49300000
1,0,1,4000000,12100000,12,356,10500000,2500000,15600000,5000000,0.3305785123966942,28600000
3,0,0,2800000,9400000,10,519,7000000,3500000,7700000,1500000,0.2978723404255319,18200000
1,1,1,3700000,10900000,14,748,3700000,2800000,13200000,4100000,0.3394495412844037,19700000
2,0,0,5200000,15400000,8,658,1200000,7500000,12800000,3200000,0.33766233766233766,21500000
0,1,1,7100000,18600000,20,770,19200000,13100000,23100000,5100000,0.3817204301075269,55400000
2,0,1,6600000,25600000,6,740,10900000,1900000,18900000,9200000,0.2578125,31700000
3,1,0,4300000,12600000,18,482,9300000,900000,13200000,6100000,0.3412698412698413,23400000
2,0,0,5400000,17400000,10,335,5900000,1400000,18100000,4300000,0.3103448275862069,25400000
1,1,0,7200000,15000000,10,677,10600000,3900000,24500000,4100000,0.48,39000000
2,1,0,8400000,25900000,16,621,8600000,13400000,33500000,4200000,0.32432432432432434,55500000
0,1,1,3900000,8600000,2,667,4300000,6600000,13500000,2000000,0.45348837209302323,24400000
0,0,0,2000000,6200000,14,613,100000,1800000,5400000,1300000,0.3225806451612903,7300000
3,0,0,2800000,8500000,20,431,6200000,1700000,7800000,2200000,0.32941176470588235,15700000
0,0,0,600000,1600000,10,588,1600000,100000,1100000,300000,0.375,2800000
0,1,0,2500000,7100000,10,590,4000000,800000,6100000,2600000,0.352112676056338,10900000
1,0,1,3700000,12400000,12,330,3400000,1000000,10400000,2800000,0.29838709677419356,14800000
0,0,1,9000000,33100000,20,734,2800000,5900000,25300000,10300000,0.2719033232628399,34000000
0,0,1,3500000,10800000,14,838,4700000,6800000,13900000,1700000,0.32407407407407407,25400000
1,1,0,4900000,14800000,12,895,8600000,8200000,18300000,5200000,0.3310810810810811,35100000
3,1,0,7200000,20800000,16,560,2100000,10700000,21100000,3600000,0.34615384615384615,33900000
2,0,1,3300000,11100000,20,823,4600000,1500000,11700000,2900000,0.2972972972972973,17800000
0,1,0,7000000,25300000,14,697,15100000,10400000,14300000,6700000,0.2766798418972332,39800000
5,0,0,1000000,3000000,4,896,2800000,1100000,2000000,1100000,0.3333333333333333,5900000
1,1,1,3500000,9600000,4,398,1700000,6000000,7900000,4600000,0.3645833333333333,15600000
1,0,1,4600000,13500000,20,837,5600000,7700000,11900000,2500000,0.34074074074074073,25200000
5,1,1,9700000,27400000,2,328,0,18400000,22000000,7900000,0.354014598540146,40400000
0,0,0,7600000,28700000,6,397,11000000,13200000,24600000,3800000,0.26480836236933797,48800000
3,0,0,3600000,8600000,20,613,9400000,300000,10300000,3300000,0.4186046511627907,20000000
5,1,0,5700000,11600000,4,892,10200000,6100000,19800000,7400000,0.49137931034482757,36100000
4,1,1,7000000,24100000,10,677,18800000,6000000,21600000,6300000,0.29045643153526973,46400000
0,0,0,1500000,3600000,14,747,200000,1400000,3000000,1200000,0.4166666666666667,4600000
5,0,0,3600000,7700000,16,830,7000000,1300000,10000000,2900000,0.4675324675324675,18300000
4,0,0,9400000,33300000,18,369,20600000,5600000,32200000,7200000,0.2822822822822823,58400000
2,1,1,6100000,19400000,8,379,5300000,10800000,14300000,4100000,0.31443298969072164,30400000
3,1,0,1600000,3300000,8,609,4700000,100000,6000000,800000,0.48484848484848486,10800000
1,1,1,9500000,30500000,12,430,5400000,8000000,30800000,10500000,0.3114754098360656,44200000
4,0,1,8900000,20700000,6,684,1100000,9200000,20400000,6700000,0.42995169082125606,30700000
0,0,0,9000000,33500000,8,801,11600000,8900000,35400000,11100000,0.26865671641791045,55900000
0,0,1,400000,1200000,14,889,1100000,200000,700000,200000,0.3333333333333333,2000000
5,0,0,8000000,26700000,20,794,8000000,14700000,29900000,7800000,0.299625468164794,52600000
0,0,1,7000000,22100000,14,467,10000000,6400000,26100000,5800000,0.3167420814479638,42500000
5,0,1,700000,1300000,20,704,1600000,0,2200000,600000,0.5384615384615384,3800000
3,1,1,3300000,7500000,20,586,1600000,5600000,10500000,2900000,0.44,17700000
1,0,1,1400000,4200000,4,881,2800000,1200000,5100000,1300000,0.3333333333333333,9100000
0,1,0,6200000,17300000,8,583,3700000,3900000,13600000,3300000,0.3583815028901734,21200000
2,1,1,1700000,5100000,18,321,2000000,2800000,5100000,1500000,0.3333333333333333,9900000
0,1,1,600000,1800000,12,511,300000,200000,2200000,400000,0.3333333333333333,2700000
2,1,0,6900000,16500000,16,785,19600000,8600000,27100000,3600000,0.41818181818181815,55300000
0,0,1,700000,1800000,12,400,1500000,1100000,2200000,300000,0.3888888888888889,4800000
3,1,1,8700000,29300000,4,312,9000000,2800000,30000000,4900000,0.29692832764505117,41800000
0,0,1,4500000,10500000,20,417,9800000,2000000,9600000,5800000,0.42857142857142855,21400000
4,1,1,400000,800000,10,859,900000,500000,800000,200000,0.5,2200000
4,0,1,300000,1100000,12,674,600000,0,800000,200000,0.2727272727272727,1400000
5,0,0,4700000,14400000,16,884,9900000,4400000,9300000,3800000,0.3263888888888889,23600000
4,1,0,4500000,15100000,6,693,3700000,1500000,17800000,6000000,0.2980132450331126,23000000
4,1,1,6900000,22000000,10,512,6100000,9100000,20600000,3900000,0.31363636363636366,35800000
3,0,1,4900000,14300000,14,439,10300000,5600000,17400000,5100000,0.34265734265734266,33300000
3,1,1,7800000,24400000,20,490,6700000,5100000,17700000,4100000,0.319672131147541,29500000
5,0,1,1300000,2900000,12,669,400000,1700000,3900000,1800000,0.4482758620689655,6000000
3,1,0,5100000,14500000,12,306,700000,8800000,11600000,2900000,0.35172413793103446,21100000
5,1,1,7500000,15000000,14,661,12100000,5800000,29900000,4400000,0.5,47800000
4,0,0,2200000,7800000,20,633,0,3900000,8400000,1900000,0.28205128205128205,12300000
0,1,0,3300000,9000000,16,797,3000000,6400000,10300000,3300000,0.36666666666666664,19700000
0,0,0,2900000,7800000,8,367,700000,3700000,7700000,3600000,0.3717948717948718,12100000
4,1,1,8900000,27100000,18,363,7800000,9600000,25400000,12700000,0.3284132841328413,42800000
1,0,1,7700000,16900000,6,621,22600000,7900000,27400000,10200000,0.4556213017751479,57900000
4,0,0,2700000,10200000,4,528,7800000,2200000,10000000,1600000,0.2647058823529412,20000000
1,1,1,2200000,5200000,8,420,2900000,100000,5000000,2300000,0.4230769230769231,8000000
0,1,0,2200000,8600000,4,563,900000,1000000,4400000,2800000,0.2558139534883721,6300000
5,1,0,5400000,15100000,12,522,5200000,4700000,13900000,5700000,0.3576158940397351,23800000
